source,target,earlier_block,later_block,earlier_n_docs,later_n_docs,earlier_total_docs,later_total_docs,earlier_share,later_share,share_delta,share_delta_abs,new_in_later_block,disappeared_in_later_block,p_value_fisher,q_value,exploratory_signal
clinical_quality_assurance,regulatory_guideline,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
clinical_research,clinical_study,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_research,clinical_study,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
clinical_research,clinical_trial,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_research,data_integrity,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_research,oversight,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_research,quality_assurance,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_research,quality_assurance,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
clinical_research,regulatory_guideline,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_research,regulatory_guideline,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
clinical_study,machine_learning,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_study,machine_learning,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
clinical_study,predictive_modeling,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_study,predictive_modeling,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
clinical_study,quality_assurance,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_study,quality_assurance,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
clinical_trial,data_integrity,Before 2015,2015-2019,1,3,1,4,1.0,0.75,-0.25,0.25,False,False,1.0,1.0,True
clinical_trial,data_integrity,2015-2019,2020-2023,3,3,4,6,0.75,0.5,-0.25,0.25,False,False,0.5714285714285715,1.0,True
clinical_trial,governance,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_trial,machine_learning,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_trial,machine_learning,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
clinical_trial,predictive_modeling,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
clinical_trial,predictive_modeling,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
data_integrity,governance,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
data_integrity,governance,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
data_integrity,machine_learning,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
data_integrity,machine_learning,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
data_integrity,predictive_modeling,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
data_integrity,predictive_modeling,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
machine_learning,oversight,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
machine_learning,oversight,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
machine_learning,predictive_modeling,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
machine_learning,predictive_modeling,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
machine_learning,regulatory_guideline,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
machine_learning,regulatory_guideline,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
oversight,predictive_modeling,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
oversight,predictive_modeling,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
oversight,quality_assurance,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
predictive_modeling,regulatory_guideline,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
predictive_modeling,regulatory_guideline,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
quality_assurance,regulatory_guideline,Before 2015,2015-2019,0,1,1,4,0.0,0.25,0.25,0.25,True,False,1.0,1.0,True
quality_assurance,regulatory_guideline,2015-2019,2020-2023,1,0,4,6,0.25,0.0,-0.25,0.25,False,True,0.4,1.0,True
backup_recovery,clinical_trial,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
backup_recovery,clinical_trial,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
backup_recovery,oversight,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
backup_recovery,oversight,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_quality_assurance,clinical_trial,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_quality_assurance,data_integrity,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_quality_assurance,interpretability,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_quality_assurance,interpretability,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_quality_assurance,quality_assurance,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_quality_assurance,quality_assurance,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_quality_assurance,quality_risk_assessment,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_quality_assurance,quality_risk_assessment,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_quality_assurance,sponsor_oversight,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_quality_assurance,sponsor_oversight,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_quality_assurance,statistical_modeling,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_quality_assurance,statistical_modeling,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_research,clinical_trial,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_research,data_integrity,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_research,oversight,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_research,site_monitoring,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_research,site_monitoring,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_trial,computerized_system,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_trial,computerized_system,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_trial,computerized_systems_validation,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_trial,computerized_systems_validation,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_trial,critical_to_quality,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_trial,critical_to_quality,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_trial,data_quality,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_trial,data_quality,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_trial,governance,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_trial,remote_auditing,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_trial,remote_auditing,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_trial,risk_based_monitoring,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_trial,site_monitoring,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_trial,sponsor_oversight,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_trial,sponsor_oversight,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_trial,technical_support,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
clinical_trial,technical_support,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
computerized_system,computerized_systems_validation,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
computerized_system,computerized_systems_validation,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
computerized_system,critical_to_quality,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
computerized_system,critical_to_quality,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
computerized_system,data_quality,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
computerized_system,data_quality,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
computerized_system,governance,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
computerized_system,governance,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
computerized_system,risk_based_monitoring,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
computerized_system,risk_based_monitoring,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
computerized_systems_validation,critical_to_quality,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
computerized_systems_validation,critical_to_quality,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
computerized_systems_validation,data_quality,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
computerized_systems_validation,data_quality,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
computerized_systems_validation,governance,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
computerized_systems_validation,governance,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
computerized_systems_validation,risk_based_monitoring,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
computerized_systems_validation,risk_based_monitoring,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
critical_to_quality,data_quality,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
critical_to_quality,data_quality,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
critical_to_quality,governance,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
critical_to_quality,governance,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
critical_to_quality,risk_based_monitoring,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
critical_to_quality,risk_based_monitoring,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
data_integrity,oversight,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
data_integrity,remote_auditing,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
data_integrity,remote_auditing,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
data_integrity,site_monitoring,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
data_integrity,sponsor_oversight,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
data_integrity,sponsor_oversight,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
data_quality,governance,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
data_quality,governance,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
data_quality,risk_based_monitoring,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
data_quality,risk_based_monitoring,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
governance,risk_based_monitoring,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
governance,risk_based_monitoring,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
interpretability,remote_auditing,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
interpretability,remote_auditing,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
interpretability,sponsor_oversight,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
interpretability,sponsor_oversight,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
oversight,site_monitoring,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
oversight,site_monitoring,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
oversight,technical_support,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
oversight,technical_support,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
quality_assurance,remote_auditing,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
quality_assurance,remote_auditing,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
quality_assurance,sponsor_oversight,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
quality_assurance,sponsor_oversight,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
quality_risk_assessment,remote_auditing,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
quality_risk_assessment,remote_auditing,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
quality_risk_assessment,sponsor_oversight,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
quality_risk_assessment,sponsor_oversight,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
remote_auditing,statistical_modeling,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
remote_auditing,statistical_modeling,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
sponsor_oversight,statistical_modeling,2015-2019,2020-2023,0,1,4,6,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,True,False,1.0,1.0,True
sponsor_oversight,statistical_modeling,2020-2023,2024-current,1,0,6,3,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,False,True,1.0,1.0,True
clinical_trial,quality_assurance,2015-2019,2020-2023,2,2,4,6,0.5,0.3333333333333333,-0.16666666666666669,0.16666666666666669,False,False,1.0,1.0,False
clinical_trial,site_monitoring,2020-2023,2024-current,1,1,6,3,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,False,False,1.0,1.0,False
data_integrity,site_monitoring,2020-2023,2024-current,1,1,6,3,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,False,False,1.0,1.0,False
clinical_quality_assurance,clinical_trial,2015-2019,2020-2023,1,1,4,6,0.25,0.16666666666666666,-0.08333333333333334,0.08333333333333334,False,False,1.0,1.0,False
clinical_quality_assurance,data_integrity,2015-2019,2020-2023,1,1,4,6,0.25,0.16666666666666666,-0.08333333333333334,0.08333333333333334,False,False,1.0,1.0,False
clinical_research,clinical_trial,2015-2019,2020-2023,1,1,4,6,0.25,0.16666666666666666,-0.08333333333333334,0.08333333333333334,False,False,1.0,1.0,False
clinical_research,data_integrity,2015-2019,2020-2023,1,1,4,6,0.25,0.16666666666666666,-0.08333333333333334,0.08333333333333334,False,False,1.0,1.0,False
clinical_research,oversight,2015-2019,2020-2023,1,1,4,6,0.25,0.16666666666666666,-0.08333333333333334,0.08333333333333334,False,False,1.0,1.0,False
clinical_trial,governance,2015-2019,2020-2023,1,1,4,6,0.25,0.16666666666666666,-0.08333333333333334,0.08333333333333334,False,False,1.0,1.0,False
data_integrity,quality_assurance,2015-2019,2020-2023,1,2,4,6,0.25,0.3333333333333333,0.08333333333333331,0.08333333333333331,False,False,1.0,1.0,False
accountability,centralized_monitoring,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
accountability,clinical_trial,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
accountability,data_integrity,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
accountability,governance,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
adverse_event_reporting,adverse_event_underreporting,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
adverse_event_reporting,clinical_quality_assurance,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
adverse_event_reporting,clinical_study,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
adverse_event_reporting,clinical_trial,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
adverse_event_reporting,corrective_preventive_action,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
adverse_event_reporting,corrective_preventive_action,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
adverse_event_reporting,data_integrity,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
adverse_event_reporting,data_quality,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
